Group,Song,Lyrics
A,One Day,"

One day, you'll be on your own 
You won't have a shout any more 
One day, you'll be in the ground 
You're over and out, and 
You've missed the last tube home 
[x2] 
 
Woke up this morning, heard someone snoring 
Knobheads going on about modern life is boring 
Bears have their own music, no-one can prove it 
Just like I'm a guy of guys 
You think I'm gonna move it 
 
One day, you'll be on your own 
You won't have a shout any more 
One day, you'll be in the ground 
You're over and out, and 
You've missed the last tube home 
 
Sum up together, nobody's the wiser 
It's life in the sunshine, that's what I would advise her 
[?] 
 
One day, you'll be on your own 
You won't have a shout any more 
One day, you'll be in the ground 
You're over and out, and 
You've missed the last tube home 
[x2] 
 
One day, you'll be on your own 
You won't have a shout any more 
One day, you'll be in the ground 
You're over and out, and 
You've missed the last tube home 
[x3]
"
A,Nothing,"

Nothing 
And nothing's where you're at 
When you ain't got something 
You'll never get it back 
It's coming on like a drug 
The universal power of one 
But it don't mean nothing 
If it all comes undone (uh-huh) 
 
Fly away 
If you fly away 
You might die today 
If you fly 
Fly 
 
Gimme some love 
Gimme some skin 
If we ain't got that then we ain't got much 
And we ain't got nothing 
 
Gimme some love 
Gimme some skin 
If we ain't got that then we ain't got much 
And we ain't got nothing, nothing 
 
You're left with nothing 
And nothing's what you've got 
When you ain't got no-one, no-one 
You could have had the lot 
And if it's over today 
You'll never get that thing you had together, no way 
You only get it once 
 
Fly away 
If you fly, If you fly 
 
Gimme some love 
Gimme some skin 
If we ain't got that then we ain't got much 
And we ain't got nothing 
 
Gimme some love 
Gimme some skin 
If we ain't got that then we ain't got much 
And we ain't got nothing, nothing 
 
We ain't got nothing 
A day's a number 
Don't remember how you found it 
You will never feel the same 
And forever have to take 
It for granted, don't remember our mistake 
 
We ain't got nothing 
A day's a number 
Don't remember how you found it 
You will never feel the same 
And forever have to take 
It for granted, don't remember our mistake 
 
Gimme some love 
So gimme some skin 
If we ain't got that then we ain't got much 
And we ain't got nothing, nothing 
 
Gimme some love 
So gimme some skin 
If we ain't got that then we ain't got much 
And we ain't got nothing, nothing 
 
Gimme some love 
So gimme some skin 
If we ain't got that then we ain't got much 
And we ain't got nothing, nothing 
 
Gimme some love 
So gimme some skin 
If we ain't got that then we ain't got much 
And we ain't got nothing, nothing
"
A,Something's Going On,"

Somethings going on 
I don't know what I did 
But it worked out fine again  
 
Got you in my song 
It sounds like a hit 
It's gonna be alright again 
 
We're something to celebrate 
The more you love, the more you hate 
Who cares about us anyway? 
Something's going on 
 
Take some time to graduate 
Take some time and don't be late 
Who cares about us anyway? 
Something's going on 
 
Nothing's going right 
This could go on all night 
Gotta raise my game again 
 
You're the same as me 
I fit you perfectly 
I'll never be the same again 
 
We're something to celebrate 
The more you love, the more you hate 
Who cares about us anyway? 
Something's going on 
 
Take some time to graduate 
Take some time and don't be late 
Who cares about us anyway? 
Something's going on 
 
Oh, 
I wanna stare at you 
I wanna stare at you 
I wanna stare at you all night 
 
I wanna stare at you 
I wanna stare at you 
Wanna be wearing you all night 
Yeah, something's going on! 
 
We're something to celebrate 
The more you love, the more you hate 
Who cares about us anyway? 
Something's going on 
 
Take some time to graduate 
Take some time and don't be late 
Who cares about us anyway? 
Something's going on 
 
Come on! 
Something's going on 
Oh yeah 
Something's going on
"
A,6 O'clock,"

6 o'clock on a tube stop, waiting for a subway train 
On my own, so alone, why does everybody look the same? 
To the right there's a sign, telling me which way to go 
To the left there's an old man shouting at the radio 
The radioooo-oh  
 
Get out, get out, get out, yeah  
 
6 o'clock on a tube stop, waiting for a subway train 
On my own, so alone, why does everybody look the same? 
There's a man with a gold band, but he's got his eye on mine 
There a bomb in a sports bag, could go off at any time - at any time!  
 
When my knees don't work, I start to shake 
I won't panic, I won't hesitate 
It's alright, it's OK 
The daylight is that way 
We all go the same way  
 
6 O'12 and I'm not well, gonna have a heart attack 
Everyone is a bum, I'm gonna get my money back 
Over there there's a square, talking to his telephone 
Then he stares at my hair and suddenly I'm not alone, I'm not alone!  
 
Get out, get out, get out yeah 
Get out, get out, get out!  
 
When my knees don't work, I start to shake 
I won't panic, I won't hesitate 
It's alright, it's OK 
The daylight is that way 
It's alright, it's OK  
 
6 o'clock on a tube stop, waiting for a subway train
"
A,The Springs,"

Air on the streets, lights on the trees 
Eight days a week, singer's disease 
I wanna be where the sun meets the sky 
I wanna be there, it's out of your mind 
And I believe in the secrets you're keeping 
I wanna piece of the air when I breathe in 
I wanna be the gold underneath the stream 
Having my moment, you know what I mean  
 
Ooooh, it's a blue sky 
And the headlights, and the headlines 
It's a new day, for a new wave 
It's a perfect moment, oh 
I'm moving out, for a moment in The Springs  
 
Out of my way, Berlin to L.A. 
I wanna stay here and never go home again 
I wanna be the grass underneath your feet 
I wanna be the shops on your high street 
And I believe in the secrets you're keeping 
I wanna be your alarm when you sleep in 
I wanna be the one you can be around 
I wanna be the one who can make you proud  
 
Ooooh, it's a blue sky 
And the headlights, and the headlines 
It's a new day, for a new wave 
It's a perfect moment, oh 
I'm moving out, for a moment in The Springs  
 
Get a voice, don't get a doctor 
That's your choice, no-one can stop you 
I wanna be the one you can be around 
I wanna be the one who can make you proud 
Got a job, I don't got no pension 
In it for love - money's too tight to mention 
I wanna be in the rockin'est city 
I wanna do what I want if it kills me 
Have to say, your home's where you make it 
It's OK, I know when you fake it 
I wanna be the gum on your train seat 
I wanna stand up and walk on my own feet 
I wanna be the one you can be around 
I wanna be the rock underneath your ground 
I wanna be the one who can make you proud 
I wanna be the one you can be around 
I wanna be the one you can be around
"
A,Took It Away,"

Five pretty boys for ten shitty years 
Five girls next door, I'm up to my ears 
I need a reaction, a new revolution 
All over the country, 'cos they took it away  
 
They took it away, it can't be impossible 
They're playing the records that they play in hospital 
Radio playlist for the terminally ill 
You can't tell they're miming 'till you're over the hill  
 
And it goes on (and on, and on, and on...) 
And it goes on (and on, and on, and on...)  
 
If you put it like that, you'll be dead some day 
Set the record straight - they took it all away  
 
They took it away, left us with nothing 
Second-hand hits and million misses 
Nobody means it, they're making up stories 
You gotta blame someone, you can't blame the Tories  
 
I blame myself, I want an easy life 
Does it really matter, ain't worth no suicide 
The bigger they come, the harder they fall 
I'm kicking myself for wasting it all  
 
And it goes on (and on, and on, and on...) 
And it goes on (and on, and on, and on...)  
 
If you put it like that, you'll be dead some day 
Set the record straight - they took it all away  
 
They took it away, left us with nothing 
 
You suffer the pain of your fingers burning 
 
And it goes on (and on, and on, and on...) 
And it goes on (and on, and on, and on...)  
 
If you put it like that, you'll be dead some day 
Set the record straight - they took it all away
"
A,Starbucks,"

She's over it, she cannot take no more yeah 
Don't wanna quit but that's a pretty nice door yeah 
I got a bed, it really cost a fortune 
I go away and it's too big without you 
You've got it good, you know how good we've got it 
You've got it bad, you know how bad we've got it  
 
I wouldn't swap it for a job in Starbucks 
Wouldn't swap it for a job in Starbucks 
 
Come on, you can have your own way 
Come on, you can have your own say 
So long, I'll miss him when he's gone 
You don't know what it is, you don't know what it is yeah 
 
He works on automatic 
Mr. Clean but i doubt it 
He's got to have his say 
Who needs him anyway? 
 
Don't get your kind of music 
He lets the others choose it 
He thinks you kids are freaks 
He wants you on the streets 
 
Come on, you can have your own way 
Come on, you can have your own say 
So long, I'll miss him when he's gone 
You don't know what it is, you don't know what it is yeah 
 
Come on, you can have your own way 
Come on, you can have your own say 
So long, I'll miss him when he's gone 
 
You don't know what it does to me 
You don't know what it means to me 
 
I take it as far as it goes 
(I don't wanna know what I know) 
It's too late to talk about it 
I ain't changing any of it 
Don't listen to us 
 
Don't want your job in Starbucks 
Don't want your job in Starbucks 
Don't want your job in Starbucks 
Don't want your job in Starbucks 
 
Come on, you can have your own way 
Come on, you can have your own say 
So long, you miss it when it's gone 
You don't know what it is, you don't know what it is yeah
"
A,Going Down,"

Suck it up, we're going down 
30 seconds 'till we smash into the ground 
The passengers have lost their smiles 
Soon their bodies will be wreckage spread for miles  
 
I'm in the shit, knee-deep in it, I know that this might hurt a bit 
I leave my debts but no regrets - except I wish I'd took the train  
 
Another day, another flight 
There's not a chance of going down, but then we just might 
So this is it, this is goodbye 
And I feel like I'm gonna lose my mind  
 
I'm in the shit, knee-deep in it, I know that this might hurt a bit 
I leave my debts but no regrets - except I wish I'd took the train  
 
Everybody has their day and I guess I'm just the same 
But I'm going nowhere 
Everybody has their day, never thought it would be this way 
And I really don't care  
 
I'm in the shit, knee-deep in it, I know that this might hurt a bit 
I leave my debts but no regrets - except I wish I'd took the train  
 
We're going down, we're out of sky 
It sure helps if you can see the funny side 
So this is over and out, this is goodbye 
And I'm feeling like I'm gonna lose my mind  
 
I try to reach her, but she's not there 
But back home I hope she knows how much I care 
I ease the seat back and start to pray 
To the same God that puts bombs in cargo bays
"
A,Shut Yer Face,"

So come out fighting, second's out 
Who's the daddy? Well there's no doubt 
Got one thing on your brain, you all act the same 
But you're alright 
 
'Cos you are from Venus and I am from Mars 
You'd like your penis as big as your car 
Not so good in the sack - so what, d'ya want your money back?! 
Yeah, you're alright 
 
It's just as far as you can go, without going back again 
Yeah, you know I'm right so shut yer face 
I bet you think you know the place 
It's just as far as you can go, without going back again 
Yeah, you know I'm right so shut yer face 
You never listen anyway 
 
It's the way that you're scratching your balls when you walk 
You wait till I'm watching the football - and then you talk! 
You're never wrong, so bring it on 
'Cos you're alright 
'Cos I are from Venus and you am from Mars 
You buy me panties that don't match my bras 
Why so long in the bathroom? Baby I have to 
Then it's alright 
 
It's just as far as you can go, without going back again 
Yeah, you know I'm right so shut yer face 
I bet you think you know the place 
It's just as far as you can go, without going back again 
Yeah, you know I'm right so shut yer face 
You never listen anyway 
 
Smacking you, whacking you, flat out attacking you 
Beating you down with my words over you 
You're too hot to handle - maybe you're mental 
But you're alright 
 
It's just as far as you can go, without going back again 
Yeah, you know I'm right so shut yer face 
I bet you think you know the place 
It's just as far as you can go, without going back again 
Yeah, you know I'm right so shut yer face 
You never listen anyway
"
A,Pacific Ocean Blue,"

It's OK to beat the living shit from the drum kit 
It's OK to take what you don't have, if you want it  
 
That's alright, that's your way 
Water's cold, December, Del Ray 
Through those eyes, made me cry 
And the summer is forever 
It's the endless summer  
 
And it's not about your girlfriend 
And it's not about your boyfriend 
And I'm not about to lose it over you 
Remember what I told ya 
The night in California 
And I'm all about Pacific Ocean Blue  
 
It's OK to leave your jacket on in the ocean 
It's OK to sing the saddest song, Vibrations  
 
Thanks a lot, you can be 
What you want, honestly 
Magic days, golden nights 
And the summer is forever 
It's the endless summer  
 
And it's not about your girlfriend 
And it's not about your boyfriend 
And I'm not about to lose it over you 
Remember what I told ya 
The night in California 
And I'm all about Pacific Ocean Blue  
 
I don't need no explanation 
All I got is best intentions 
I got fears, too much to mention  
 
You're not there, when I'm scared, terrified 
Jump right in, the water's fine
"
A,The Distance,"

We go the distance till there's nowhere left to go 
It's complicated, don't you hate what you've become? Oh yeah!  
 
Running out of luck 
Trying to keep it punk 
You can only let yourself down 
Afraid of what you know 
A square shape in a round hole 
You know, it goes in tight, 
Goes in tight 
 
We go the distance till there's nowhere left to go 
It's complicated, don't you hate what you've become? 
 
You're running out of time 
You're never going nowhere 
The best is all behind you 
You're spending your cash like a man with no hands 
Keepin' it real like your favourite bands 
If they don't try 
Then we don't buy, we don't buy 
 
It's the distance, it's the distance 
It's the distance, the position between me and you 
So stand up, so get up 
So stand up, so get up 
 
[SOLO!] 
 
We go the distance till there's nowhere left to go 
It's complicated, don't you hate what you've become? Oh yeah! Come on! 
 
It's the distance, it's the distance 
It's the distance, the position between me and you 
So stand up, so get up 
So stand up, so get up 
 
It's the distance, it's the distance 
It's the distance, the position between me and you 
So stand up, so get up 
So stand up, so get up 
Yeah, come on! 
 
We go the distance till there's nowhere left to go 
It's complicated, don't you hate what you've become? Oh yeah! Come on! 
 
So stand up, so get up 
So stand up, so get up 
 
Stand up
"
A,Why Don't You Cry About It?,"

I'm so tired, I need sleep 
I'm talking to my pillow case, what's wrong with me? 
I make mistakes, but them's the breaks 
I'm crying out for anyone to come and rescue me  
 
Talk about a new wave (Whoa-oh, whoa-oh!) 
Talk about a way to save the day (Whoa-oh, whoa-oh!)  
Talk about a new world 
Just not today  
 
Hey there, why you look so sad? 
What made you so mad that you can't 
You can't get over it 
Hey there, why you look so hurt? 
You get what you deserve, you know, here we go 
Why don't you cry about it?  
 
Life's a bitch, and so am I 
If you want it bad enough, there's lots of easy ways to die  
 
Talk about a new wave (Whoa-oh, whoa-oh!) 
Talk about a way to save the day (Whoa-oh, whoa-oh!)  
Talk about a new world 
Just not today  
 
Hey there, why you look so sad? 
What made you so mad that you can't 
You can't get over it 
Hey there, why you look so hurt? 
You get what you deserve, you know, here we go 
Why don't you cry about it? 
 
Talk about a new wave (Whoa-oh, whoa-oh!) 
Talk about a way to save the day (Whoa-oh, whoa-oh!)  
Talk about a new world 
Just not today  
 
Hey there, why you look so sad? 
What made you so mad that you can't 
You can't get over it 
Hey there, why you look so hurt? 
You get what you deserve, you know, here we go 
 
Why don't you, why can't you 
So tough when no-one knows you 
No homies, so lonely 
Why don't you cry about it now?
"
A,Hi-Fi Serious,"

Right back at you, record three 
Makes you wish that you were me 
'Cos we got no job for life 
Build 'em up like Frank Lloyd Wright 
No two days turn out the same 
Only sleeping on the plane 
Not exactly Monkey days 
C'mon, rock it up, from the back to the front, go!  
 
So get your, so get your ears on 
So get your, so get your ears on 
'Cos I'm Hi-Fi, Hi-Fi 
I'm serious, so come on  
 
So get your, so get your ears on 
So get your, so get your ears on 
'Cos I'm Hi-Fi, Hi-Fi 
I'm serious, bring it on!  
 
Banshee wailing from my throat 
Only dogs can hear the notes 
Be myself to pay the bills 
From L.A. to Skillmans Hill 
We've done time for stealing shows 
There ain't nothing we don't know 
Plug us in and watch us go!  
 
C'mon, rock it up, we're all about to jump from the back to the front, go!  
 
So get your, so get your ears on 
So get your, so get your ears on 
'Cos I'm Hi-Fi, Hi-Fi 
I'm serious, so come on  
 
So get your, so get your ears on 
So get your, so get your ears on 
'Cos I'm Hi-Fi, Hi-Fi 
I'm serious, bring it on!  
 
Hot, like the desert sky 
You're so cool on the inside 
You hate being recognised 
Going off on outside  
 
Gotta get up, gotta get out, picking it up, gotta get up, gotta get out 
Gotta get up, gotta get out, picking it up, gotta get up, gotta get out 
Gotta get up, gotta get out, picking it up, gotta get up, gotta get out 
Got a fever and I want to clear my lungs!  
 
Coming round for one more go 
Way too loud for radio 
Mosh pit full of casualties 
OAP's get in for free 
Time to even out the score 
Thought we'd done enough before 
Now we're kicking down your door  
 
Come on, rock it up, to the back 
Measure twice, cut it once 
Clear the room, we're barbequeing up for lunch!  
 
So get your, so get your ears on 
So get your, so get your ears on 
'Cos I'm Hi-Fi, Hi-Fi 
I'm serious, so come on  
 
So get your, so get your ears on 
So get your, so get your ears on 
'Cos I'm Hi-Fi, Hi-Fi 
I'm serious, bring it on!  
 
So get your, so get your ears on 
So get your, so get your ears on 
'Cos I'm Hi-Fi, Hi-Fi 
I'm serious, so come on  
 
So get your, so get your ears on 
So get your, so get your ears on 
'Cos I'm Hi-Fi, Hi-Fi 
I'm serious, bring it on!
"
A,Champions Of Endings,"

Don't have the arms for the deep end, 
The walls are [?] around me 
I don't have the balls for the down side 
I don't take it seriously 
We are the champions of endings 
I know where that shit's gonna lead (yeah) 
Don't have no use for pretending 
We're what we wanted to be 
 
And she said 
Are you alone 
It's alright 
Are you alone 
It's okay 
 
Are you alone 
It's alright 
Are you alone 
It's okay 
 
You got the message I'm sending 
You wanna be one of them 
We are the champions of endings 
We'll be together again 
 
And she said 
Are you alone 
It's alright 
Are you alone 
It's okay 
 
Are you alone 
It's alright 
Are you alone 
It's okay 
 
It's not a place to stop 
No time for giving up 
We're running out today 
I'm over it okay 
We're never at the top 
We're gonna let it rock 
We're the champions 
We're the champions 
 
We've got the champions of endings... 
 
Are you alone 
It's alright 
Are you alone 
It's okay 
 
Are you alone 
It's alright 
Are you alone 
It's okay 
 
Are you alone 
It's alright 
Are you alone 
It's okay 
 
Are you alone 
It's alright 
Are you alone 
It's okay
"
A,Rush Song,"

On and on like a Rush song, like a long one 
You're the miss in the partnership, yeah the right one 
There will come a day when Ill bury you 
I will go the same way, together, 
Whatever there awaits us I'm gonna get through 
 
And the closest thing to Jesus is suffering 
And the closest thing between us is air 
Don't say a word, that's not enough 
 
Makes me sick when I think of it in the wrong way 
Shitting bricks when I enter it in my bad brains 
Like a wound up toy I'm kicking and a screaming 
Emo boy, naive and semi-functioning 
Hey this is a love song, hands up if you feel it. 
 
And the closest thing to Jesus is suffering 
And the closest thing between us is air 
Don't say a word, that's not enough 
 
And the closest thing to Jesus is suffering 
And the closest thing between us is air 
And the moment that's between us is everything 
Don't say a word, that's not enough
"
A,Better Off With Him,"

Run around,  
What's the frequency you're on?  
Get around,  
That's addiction you'll get some.  
Heart attack,  
Not as big as the next one.  
Pulling back,  
Things look different when you're young.  
Can't find a, good reason.  
Can't fight this way i'm feeling.  
These jealous, teenagers,  
That laugh at my behaviour.  
 
You'd be better off without me,  
Hate to see you sorry,  
Days are closing in,  
You're better off with him.  
Its boring but i'm making,  
Promises i'm breaking,  
Days are growing thin,  
You're better off with,  
 
Anyone,  
Makes no difference just pick one.  
Get around,  
What's the frequency you're on.  
You're scared around,  
Conversations you're never wrong.  
You're better off,  
New relations,  
You're better off,  
You're better off,  
 
You'd be better off without me,  
Hate to see you sorry,  
Days are closing in,  
You're better off with him.  
Its boring but i'm making,  
Promises i'm breaking,  
Days are growing thin,  
You're better off with,  
 
I can't take it anymore,  
I can't concentrate.  
You run around,  
In my brain, yeah you run around  
You're not having fun no more,  
There's a thousand ways.  
You get around,  
In my brain, yeah you get around.  
Run around, what's the frequency you're on?  
Get around, what's the frequency you're on?  
 
You'd be better off without me,  
Hate to see you sorry,  
Days are closing in,  
You're better off with him.  
Its boring but i'm making,  
Promises i'm breaking,  
Days are growing thin,  
You're better off with,  
You'd be better off without me,  
Hate to see you sorry,  
Days are closing in,  
You're better off with him.  
Its boring but i'm making,  
Promises i'm breaking,  
Days are growing thin,  
You're better off.  
You're better off.  
You're better off with him...
"
A,Art Of Making Sense,"

There's an angel on the corner  
And they say she's watching over  
Over when we are under  
Fall asleep on the ground  
 
[Pre chorus:] 
Hey  
Can you feel it calling your name  
Like a storm on a bone in the rain  
The pain now going you're not around  
 
[Chorus:] 
Wide awake for the night again  
Awake for the night again  
Hanging on the phone i can't wait a minute longer  
Gonna teach you the art of making sense  
 
I gotta rock another city  
I gotta break another country  
I'm gonna kick it til i'm 50  
Or i'm deep in the ground  
 
[Pre chorus:] 
Hey  
Not another bone for the pain  
I'm never drinking again  
It don't make sense when you're not around  
 
[Chorus:] 
Wide awake for the night again  
Awake for the night again  
Hanging on the phone i can't wait a minute longer  
Gonna teach you the art of making sense  
 
[Solo] 
 
There's a devil on the road [x3] 
 
[Pre chorus:] 
I can feel it call your name  
The feeling that's keeping me sane  
Wide awake when you're not around  
 
[Chorus:] 
Wide awake for the night again  
Awake for the night again  
Hanging on the phone i can't wait a minute longer  
Gonna teach you the art of making sense
"
A,Someone Else,"

How many cars on the drive are actually yours...?  
You never go out for a ride, you keep them indoors  
You got a big big mouth  
A big big house  
Your the king of cribs right now*  
A real big hit  
No hard shit  
I swear that wont change me one bit!  
 
Cause i.. wish i was someone else...  
Anybody else..  
So maybe you might talk to me.  
Cause i wish i was not myself  
Anybody else..  
Then maybe you might notice me  
 
The world will still go on without you  
The newspapers still talk about you  
And if your ever low  
Pick up the phone  
I'll be round don't tell a soul  
Cause im not you  
You're bullet proof  
I'm in a crowd and i can't move  
 
Cause i.. wish i was someone else...  
Anybody else..  
So maybe you might talk to me.  
Cause i wish i was not myself  
Anybody else..  
Then maybe you might notice me  
 
Let me in, let me in  
Gimme the sunshine all year round  
Lemme out, lemme out  
Gimme it now  
Hear me out, hear me shout  
Gimme the munchies , show me around  
Lemme out, lemme out  
Gimme the reason  
Gimme it now  
 
Yeah yeah yeah...  
Yeah yeah yeah!  
Yeah yeah yeah  
Yeah yeah yeah  
 
Gotta big big house  
Big big mouth  
Big big house  
Big big mouth  
Big big house  
Big big mouth  
That's not helping me right now  
 
Cause i.. wish i was someone else...  
Anybody else..  
So maybe you might talk to me.  
Cause i wish i was not myself  
Anybody else..  
Then maybe you might notice me  
 
Cause i.. wish i was someone else...  
Anybody else..  
So maybe you might talk to me.  
Cause i wish i was not myself  
Anybody else..  
Then maybe you might notice me  
 
Yeah yeah yeah  
Yeah yeah yeah
"
A,Die Tonight,"

Lose yourself, save yourself.  
One more night, one more time.  
By yourself, no one else.  
One arrival time to hear you cry tonight.  
 
Pray today, slide away.  
And hide away, no one came.  
Holy graves, maiden names.  
Take a breath and hold it in and out again.  
 
And if you die, alone tonight.  
I'll be right, by your side.  
My advice, alone tonight.  
Wait a while save a life.  
 
Take yourself, you hate yourself.  
Lie awake, wide awake.  
Bruise yourself, lose yourself.  
Pressure's on but not for long remind yourself.  
 
And if you die, alone tonight.  
I'll be right, by your side.  
My advice, alone tonight.  
Wait a while save a life.  
 
Daylight's fading, angels waiting.  
Breaking all the plans we're making  
Daylight's fading, angels waiting.  
Breaking all the plans we're making  
 
And if you die, alone tonight.  
I'll be right, by your side.  
My advice, alone tonight.  
Wait a while save a life.  
[fade last 4 lines]
"
A,2nd Coming,"

Listing up you people can't be wrong 
Fuck it up punk rockers hear my song 
One of us united from the heart or it 
Real enough when the spotlights on 
 
Get fists in the air, make out like you care 
You give all you got but you don't want to be here 
That constant surprise, that look in your eyes 
You're the second coming but you ain't mine 
 
Sometimes I look to the sky 
I'm a man not a mountain and that's why 
Cause you get what you give and I like what I got 
And I bet you believe when the crowd roar 
 
Get fists in the air, make out like you care 
You give all you got but you don't want to be here 
That constant surprise, that look in your eyes 
You're the second coming but you ain't mine 
You're so cool in other ways when you're recognized 
 
Get fists in the air, make out like you care 
You give all you got but you don't want to be here 
That constant surprise, that look in your eyes 
You're the second coming but you ain't mine
"
A,Wake Up,"

Dirty fingers, please believe us 
Everybody dies 
Guilty perfect, murder suspect 
That was not your crime 
 
You never do nothing 
(Hey) 
And that's all you do 
(Hey) 
 
You never get lonely 'cause nobody gets you 
Wake up, wake up 
Bell tolls for you, bell tolls for you 
 
The weight has been hard on your back 
You're wearing well out of respect 
Slowly it's dragging you down 
 
I'd never call it that 
You're running away and you feel 
The voices are way too loud 
 
You never do nothing 
(Hey) 
And that's all you do 
(Hey) 
 
You never get lonely 'cause nobody gets you 
Wake up, wake up 
Bell tolls for you, bell tolls for you 
 
I can be sorry for this 
So give me the pain I will swallow it 
I can be taller than this 
So light up the way, I will grow with it 
 
I can hail Mary's for this 
So I can remain always positive 
I can be smarter than this 
And then I can be on my 
 
Way, way, falling for it positively 
Moment that I saw you in the way 
Oh, way, oh, way, oh, way 
 
You never do nothing and that's all you do 
You never get lonely and nobody gets you 
Wake up, wake up 
 
Bell tolls for you, bell tolls for you 
Wake up, wake up 
Bell tolls for you, bell tolls for you 
 
Got no feeling, got no reason 
Out of rhythm, feels like prison
"
A,Black Hole,"

Some days go on forever,  
Last long into the night,  
Some days feel like December, although its warm on the inside.  
Forget the middle of summer,  
I bet you I am alive.  
We'll wipe the floors together, nice try.  
 
Save it all,  
You have all the answers,  
Thank you for the memories and hope you go with it.  
Crying out,  
You have all the anger,  
Blame it on yourself again, there's nothing wrong with it.  
You're a black hole!  
 
Some days are complicated,  
Some ways i'll take the blame,  
Some days i take it all to, heart again.  
This place is made of panic,  
They check you every mile,  
Thank god you're going out for, a while.  
 
Save it all,  
You have all the answers,  
Thank you for the memories and hope you go with it.  
Crying out,  
You have all the anger,  
Blame it on yourself again, there's nothing wrong with it.  
You're a black hole!  
 
Nobody noticed what you're talking about,  
Nobody's got a clue what you're all about.  
Save it all.  
Save it all.  
(rock)?  
 
Save it all,  
You have all the answers,  
Thank you for the memories and hope you go with it.  
Crying out,  
You have all the anger,  
Blame it on yourself again, there's nothing wrong with it.  
You're a black hole!  
You're a black hole!  
You're a black hole!
"
A,Hey,"

Hang on, don't be frightened,  
Hold on, keep the light on,  
You call me anytime you want to.  
Keep a night in summer,  
Don't cry when its over,  
You take me anywhere you need to.  
 
Like its your birthday,  
Like on your first date,  
 
Hey! You're gonna make it in your own way!  
You're gonna make it in your own way!  
Hey! You gotta make it in your own way!  
Or you're gonna fall...  
 
Come on, getting violent,  
Be strong, and don't be frightened,  
That's crazy talk where out from hold you lost this.  
Go where the weather takes you,  
Don't care, they'll never break you,  
Love is all we needed in the first place.  
 
Like its your birthday,  
Like on your first date,  
 
Hey! You're gonna make it in your own way!  
You're gonna make it in your own way!  
Hey! You gotta make it in your own way!  
Or you're gonna fall...  
Hey! You gotta make it in your own way!  
Hey! You gotta make it in your own way!  
Hey! You gotta make it in your own way!  
Or don't make it at all...  
 
Days'll never feel the same,  
I get your tears, I feel your pain,  
I know two people that think the same,  
I'm giving you your own way.  
 
Like its your birthday,  
Like on your first date,  
Like its your birthday,  
Like on your first date,  
 
Hey! You gotta make it in your own way!  
You gotta make it in your own way!  
Hey! You gotta make it in your own way!  
Or you're gonna fall...  
Hey! You're gonna make it in your own way!  
Hey! You're gonna make it in your own way!  
Hey! You're gonna make it in your own way!  
Or don't make it at all...
"
A,Worst Thing That Can Happen,"

Standing with a headache  
I try to fight but i cant deny the pain  
Reservations what i got from the bottom to the top  
On the bottle 5 times a day  
Standing with the top line  
You know it's gonna hurt when i close my eyes  
And i'm shaking, and i feel so alive  
 
Stand up and face it  
Get up, don't waste it  
What's the worst thing that could happen  
What's the worst thing that could happen  
You're bored out of ya mind  
Fighting all the time  
What's the worst thing that could happen  
What's the worst thing that could happen to you  
 
When there's nothing on,  
You find yourself caught in the spotlight  
You try to fight but you cant delight the phase  
On your knees is what you're not  
Keeping what you got  
Don't try to hide your face  
Caught in a flashlight  
You know it's gonna hurt when i close my eyes  
And i'm breaking, and i feel so alive  
 
Stand up and face it  
Get up, don't waste it  
What's the worst thing that could happen  
What's the worst thing that could happen  
You're bored out of ya mind  
Fighting all the time  
What's the worst thing that could happen  
What's the worst thing that could happen to you  
 
When there's nothing right  
When there's nothing right  
 
Stand up and face it  
Get up, don't waste it  
What's the worst thing that could happen  
What's the worst thing that could happen  
You're bored out of ya mind  
Fighting all the time  
What's the worst thing that could happen  
What's the worst thing that could happen  
You're bored out of ya mind  
Fighting all the time  
What's the worst thing that could happen  
What's the worst thing that could happen  
You're bored out of ya mind  
Fighting all the time  
What's the worst thing that could happen  
What's the worst thing that could happen to you
"
A,Afterburner,"

Afterburner, 
Afterburning out, 
There's a news alert in aid of Kurt, 
And some poor kid who drowned. 
Operator, 
Operate Around, 
Could you take a chance on the romance 
You did nothing about. 
 
Take it like a man or do without, 
Takes a century to figure out, 
Making like we know what it's about. 
Doubt back and you're... 
 
After burning out, 
After burning out, 
After burning out, 
There's time when I forgot you're still around. 
 
Ten years later, 
I can't believe it's ten, 
What we lost you in went out of style, 
It'll come around again. 
Space invader, 
Try it on again, 
Though you're days are long, 
Your face is gone, 
You're never gonna end. 
 
Take it like a man or do without, 
Takes a century to figure out, 
Making like we know what it's about. 
Double back and you're... 
 
After burning out, 
After burning out, 
After burning out, 
The times when I forgot you're still around. 
 
And the longest night is a lonely place, 
It can take another day so you double back again, 
After burning out, 
After burning out, 
After burning out, 
Fade away or burning out, 
After burning out, 
After burning out, 
After burning out, 
Fade away or burning out.
"
